Country Name,Stringent Index,year,Gini Index,GDP per capita,Population Density,Hospital Beds,Quarter_only,Quarter,Marginal Mortality,Gini Category
Uruguay,14.82,2022,40.6,20691.9739,19.37443149,2.48,Q1,2022Q1,29.16618621592474,High
Uzbekistan,40.74,2022,31.2,2578.666894,79.2892237,4.86,Q1,2022Q1,0.43504449403252043,Medium
Albania,11.11,2022,29.4,6846.426143,101.3755109,2.91,Q2,2022Q2,0.28800920477418457,Low
Argentina,18.98,2022,40.7,13935.68111,16.59227169,3.34,Q2,2022Q2,2.314575013195941,High
Austria,35.19,2022,30.7,52176.66491,109.5716311,7.06,Q2,2022Q2,12.121411865778368,Medium
Belgium,14.81,2022,26.6,50807.20471,383.0330557,5.48,Q2,2022Q2,9.349146975953342,Low
Benin,11.11,2022,34.4,1264.70766,122.024663,0.45,Q2,2022Q2,0.0,Medium
Bhutan,22.22,2022,28.5,3711.327679,20.47493445,2.2,Q2,2022Q2,1.408605813188136,Low
Bolivia,26.85,2022,40.9,3643.92827,11.14848518,1.35,Q2,2022Q2,0.4885256907380663,High
Brazil,27.41,2022,52.0,9281.333344,25.16186795,2.46,Q2,2022Q2,5.417809057322383,Very High
Bulgaria,11.11,2022,39.0,13644.20158,61.1949521,7.77,Q2,2022Q2,10.928264224355157,Medium
Burkina Faso,8.33,2022,37.4,836.1183046,82.26987573,0.2,Q2,2022Q2,0.022213299386673033,Medium
Chile,27.0,2022,43.0,15451.13196,26.29750434,1.97,Q2,2022Q2,9.712046763479595,High
China,79.17,2022,35.7,12662.58267,150.4200481,5.0,Q2,2022Q2,0.15423017685485155,Medium
Colombia,19.44,2022,54.8,6674.596019,46.63176566,1.69,Q2,2022Q2,0.8678350264556319,Very High
Costa Rica,11.11,2022,47.2,13625.90085,99.52536232,1.18,Q2,2022Q2,4.427595530293117,High
Croatia,14.81,2022,28.9,18466.09555,68.89994639,5.6,Q2,2022Q2,13.019884372014927,Low
Czechia,14.81,2022,26.2,28282.22367,138.2905113,6.6,Q2,2022Q2,5.865752233998911,Low
Denmark,11.11,2022,28.3,68091.31911,147.575925,2.51,Q2,2022Q2,13.061073477940253,Low
Dominican Republic,5.56,2022,37.0,10109.5234,233.012352,1.42,Q2,2022Q2,0.0712331001695882,Medium
Ecuador,34.62,2022,45.5,6540.998245,71.76637542,1.3,Q2,2022Q2,1.7055753856746367,High
El Salvador,24.84,2022,38.8,5093.518339,303.1041988,1.16,Q2,2022Q2,0.39806895159306405,Medium
Estonia,11.11,2022,31.8,28451.14778,31.56658086,4.46,Q2,2022Q2,9.786186649269002,Medium
Finland,26.85,2022,27.7,50438.4754,18.27980932,2.83,Q2,2022Q2,31.154913171202995,Low
France,18.81,2022,31.5,41082.81193,124.3067206,6.0,Q2,2022Q2,10.673618451417369,Medium
Georgia,11.11,2022,33.5,6729.846599,64.95157283,4.94,Q2,2022Q2,2.585857192804206,Medium
Germany,14.81,2022,32.4,49686.11546,239.861418,7.8,Q2,2022Q2,13.97885641283618,Medium
Hungary,0.0,2022,29.2,18353.29836,105.6802213,6.84,Q2,2022Q2,12.20400239434854,Low
India,37.04,2022,32.8,2352.613925,479.4255369,1.6,Q2,2022Q2,0.2776719199378381,Medium
Indonesia,29.94,2022,35.5,4730.745489,147.3301752,1.36,Q2,2022Q2,0.5910400148471547,Medium
Ireland,5.56,2022,30.1,106194.7559,74.98475831,2.91,Q2,2022Q2,14.441411618948061,Medium
Israel,14.81,2022,37.9,54930.72616,,3.06,Q2,2022Q2,4.948992937483651,Medium
Italy,19.22,2022,34.8,35635.74422,199.5592689,3.18,Q2,2022Q2,15.199868871053207,Medium
Jamaica,11.11,2022,40.2,6022.153411,262.155494,1.68,Q2,2022Q2,8.453252106973087,High
Kazakhstan,11.11,2022,29.2,11255.33964,7.421050117,6.72,Q2,2022Q2,0.03493953887495384,Low
Latvia,11.11,2022,34.3,20229.46136,30.20059457,5.3,Q2,2022Q2,12.982984309212119,Medium
Lithuania,11.11,2022,36.7,25085.78406,45.23095968,5.96,Q2,2022Q2,10.170788013585065,Medium
Luxembourg,19.12,2022,32.7,125006.0218,253.6854331,4.15,Q2,2022Q2,8.88068191387882,Medium
Malaysia,14.43,2022,40.7,11748.09193,105.6018658,2.01,Q2,2022Q2,2.253895052017275,High
Malta,13.89,2022,31.4,36142.20585,1660.971875,4.38,Q2,2022Q2,19.3787146456047,Medium
Mexico,19.44,2022,43.5,11385.40708,66.16071247,1.02,Q2,2022Q2,2.099319309709289,High
Moldova,11.11,2022,25.7,5738.424735,88.02360149,5.66,Q2,2022Q2,5.37835544127429,Low
Mongolia,11.11,2022,31.4,4993.514875,2.204644002,10.55,Q2,2022Q2,0.29122696249113217,Medium
Nepal,25.39,2022,30.0,1385.910663,207.2928915,0.39,Q2,2022Q2,0.0033652543412117527,Medium
Netherlands,15.67,2022,25.7,59123.31856,525.7196911,2.91,Q2,2022Q2,2.35580150299006,Low
Niger,10.83,2022,32.9,609.7451476,19.98261072,0.27,Q2,2022Q2,0.007901399073078973,Medium
Panama,20.85,2022,50.9,17332.43607,59.32559989,1.92,Q2,2022Q2,4.408316448042196,Very High
Paraguay,13.89,2022,45.1,6205.625954,17.07135966,1.01,Q2,2022Q2,4.4227733481015505,High
Peru,40.37,2022,40.3,7363.272069,26.15268594,1.6,Q2,2022Q2,3.844609889794422,High
Philippines,30.58,2022,40.7,3548.069306,382.2126237,0.96,Q2,2022Q2,1.1459725234397449,High
Poland,14.81,2022,28.5,18891.21212,120.2971316,6.11,Q2,2022Q2,3.3974486111455486,Low
Portugal,13.89,2022,34.6,24620.51956,113.9049578,3.53,Q2,2022Q2,23.518515607899,Medium
Romania,11.11,2022,33.9,15557.88262,82.79077712,7.06,Q2,2022Q2,3.800823812812157,Medium
Serbia,11.11,2022,33.1,10022.96885,79.25376382,5.35,Q2,2022Q2,4.906632191198402,Medium
Slovenia,11.11,2022,24.3,28373.83823,104.8884607,4.25,Q2,2022Q2,7.764872097405586,Low
Spain,27.58,2022,33.9,30287.36576,95.57298272,2.94,Q2,2022Q2,11.909765436039063,Medium
Suriname,21.3,2022,39.2,6084.438767,3.88245766,2.89,Q2,2022Q2,7.221213035412828,Medium
Sweden,11.11,2022,29.8,55296.93715,25.74872569,2.05,Q2,2022Q2,7.2375729013827765,Low
Switzerland,11.11,2022,33.7,93245.79521,222.1505997,4.44,Q2,2022Q2,3.0420112000700006,Medium
Thailand,24.07,2022,34.9,6909.359975,140.4124743,2.34,Q2,2022Q2,7.692165181259571,Medium
Tunisia,41.61,2022,33.7,3678.400234,78.00807158,2.42,Q2,2022Q2,3.0364704859194407,Medium
Ukraine,13.89,2022,25.6,4199.670898,70.84702451,6.26,Q2,2022Q2,3.5396922772294785,Low
United Kingdom,11.11,2022,32.4,45935.92765,280.2091514,2.35,Q2,2022Q2,12.925019545367379,Medium
Uruguay,13.89,2022,40.6,20691.9739,19.37443149,2.48,Q2,2022Q2,5.072380211465172,High
Uzbekistan,11.11,2022,31.2,2578.666894,79.2892237,4.86,Q2,2022Q2,0.0,Medium
Albania,11.11,2022,29.4,6846.426143,101.3755109,2.91,Q3,2022Q3,3.2041024031128034,Low
Argentina,14.4,2022,40.7,13935.68111,16.59227169,3.34,Q3,2022Q3,1.8212688257973768,High
Austria,35.19,2022,30.7,52176.66491,109.5716311,7.06,Q3,2022Q3,7.686479239704347,Medium
Belgium,14.81,2022,26.6,50807.20471,383.0330557,5.48,Q3,2022Q3,6.463924878062981,Low
Benin,5.56,2022,34.4,1264.70766,122.024663,0.45,Q3,2022Q3,0.0,Medium
Bhutan,5.56,2022,28.5,3711.327679,20.47493445,2.2,Q3,2022Q3,0.0,Low
Bolivia,24.07,2022,40.9,3643.92827,11.14848518,1.35,Q3,2022Q3,2.351547392705268,High
Brazil,22.22,2022,52.0,9281.333344,25.16186795,2.46,Q3,2022Q3,6.951761314556192,Very High
Bulgaria,11.11,2022,39.0,13644.20158,61.1949521,7.77,Q3,2022Q3,6.969402666496471,Medium
Burkina Faso,8.33,2022,37.4,836.1183046,82.26987573,0.2,Q3,2022Q3,0.0,Medium
Chile,26.83,2022,43.0,15451.13196,26.29750434,1.97,Q3,2022Q3,13.680739911694532,High
China,69.91,2022,35.7,12662.58267,150.4200481,5.0,Q3,2022Q3,0.05565882415423017,Medium
Colombia,19.44,2022,54.8,6674.596019,46.63176566,1.69,Q3,2022Q3,3.3321772508006893,Very High
Costa Rica,11.11,2022,47.2,13625.90085,99.52536232,1.18,Q3,2022Q3,8.756800048801942,High
Croatia,11.11,2022,28.9,18466.09555,68.89994639,5.6,Q3,2022Q3,21.864068776112713,Low
Czechia,11.11,2022,26.2,28282.22367,138.2905113,6.6,Q3,2022Q3,7.36498603182611,Low
Denmark,11.11,2022,28.3,68091.31911,147.575925,2.51,Q3,2022Q3,10.248961678539368,Low
Dominican Republic,5.56,2022,37.0,10109.5234,233.012352,1.42,Q3,2022Q3,0.008904137521198525,Medium
Ecuador,13.89,2022,45.5,6540.998245,71.76637542,1.3,Q3,2022Q3,0.9481652637467554,High
El Salvador,26.85,2022,38.8,5093.518339,303.1041988,1.16,Q3,2022Q3,1.3534344354164176,Medium
Estonia,11.11,2022,31.8,28451.14778,31.56658086,4.46,Q3,2022Q3,6.672399988137956,Medium
Finland,24.07,2022,27.7,50438.4754,18.27980932,2.83,Q3,2022Q3,19.906027710774417,Low
France,11.11,2022,31.5,41082.81193,124.3067206,6.0,Q3,2022Q3,8.19804417878994,Medium
Georgia,5.56,2022,33.5,6729.846599,64.95157283,4.94,Q3,2022Q3,1.8855208697530668,Medium
Germany,14.81,2022,32.4,49686.11546,239.861418,7.8,Q3,2022Q3,10.552759711346281,Medium
Hungary,5.56,2022,29.2,18353.29836,105.6802213,6.84,Q3,2022Q3,8.875638104980757,Low
India,31.48,2022,32.8,2352.613925,479.4255369,1.6,Q3,2022Q3,0.24666358527070203,Medium
Indonesia,29.92,2022,35.5,4730.745489,147.3301752,1.36,Q3,2022Q3,0.49313108034880926,Medium
Ireland,11.11,2022,30.1,106194.7559,74.98475831,2.91,Q3,2022Q3,8.575798052538863,Medium
Israel,14.81,2022,37.9,54930.72616,,3.06,Q3,2022Q3,7.742610515302119,Medium
Italy,15.51,2022,34.8,35635.74422,199.5592689,3.18,Q3,2022Q3,14.808434120862206,Medium
Jamaica,11.11,2022,40.2,6022.153411,262.155494,1.68,Q3,2022Q3,6.656936034241306,High
Kazakhstan,5.56,2022,29.2,11255.33964,7.421050117,6.72,Q3,2022Q3,0.15972360628550325,Low
Latvia,11.11,2022,34.3,20229.46136,30.20059457,5.3,Q3,2022Q3,7.1299995796492786,Medium
Lithuania,11.11,2022,36.7,25085.78406,45.23095968,5.96,Q3,2022Q3,5.191339715267377,Medium
Luxembourg,19.12,2022,32.7,125006.0218,253.6854331,4.15,Q3,2022Q3,5.359032189409634,Medium
Malaysia,11.11,2022,40.7,11748.09193,105.6018658,2.01,Q3,2022Q3,1.7552712105863433,High
Malta,11.11,2022,31.4,36142.20585,1660.971875,4.38,Q3,2022Q3,12.229285941401026,Medium
Mexico,17.59,2022,43.5,11385.40708,66.16071247,1.02,Q3,2022Q3,3.4180028464748275,High
Moldova,11.11,2022,25.7,5738.424735,88.02360149,5.66,Q3,2022Q3,10.954444538477782,Low
Mongolia,11.11,2022,31.4,4993.514875,2.204644002,10.55,Q3,2022Q3,0.3785950512384718,Medium
Nepal,22.64,2022,30.0,1385.910663,207.2928915,0.39,Q3,2022Q3,0.22210678651997567,Medium
Netherlands,11.11,2022,25.7,59123.31856,525.7196911,2.91,Q3,2022Q3,1.649625992501433,Low
Niger,10.79,2022,32.9,609.7451476,19.98261072,0.27,Q3,2022Q3,0.01185209860961846,Medium
Panama,9.26,2022,50.9,17332.43607,59.32559989,1.92,Q3,2022Q3,3.0221963277815056,Very High
Paraguay,13.89,2022,45.1,6205.625954,17.07135966,1.01,Q3,2022Q3,9.289303219423992,High
Peru,33.67,2022,40.3,7363.272069,26.15268594,1.6,Q3,2022Q3,9.158954096433332,High
Philippines,30.35,2022,40.7,3548.069306,382.2126237,0.96,Q3,2022Q3,2.0989022021959185,High
Poland,9.26,2022,28.5,18891.21212,120.2971316,6.11,Q3,2022Q3,3.109575267595247,Low
Portugal,11.11,2022,34.6,24620.51956,113.9049578,3.53,Q3,2022Q3,8.452865022887906,Medium
Romania,11.11,2022,33.9,15557.88262,82.79077712,7.06,Q3,2022Q3,6.730188022134235,Medium
Serbia,11.11,2022,33.1,10022.96885,79.25376382,5.35,Q3,2022Q3,13.204392441145545,Medium
Slovenia,11.11,2022,24.3,28373.83823,104.8884607,4.25,Q3,2022Q3,8.096299564977775,Low
Spain,13.89,2022,33.9,30287.36576,95.57298272,2.94,Q3,2022Q3,13.134662197657006,Medium
Suriname,21.3,2022,39.2,6084.438767,3.88245766,2.89,Q3,2022Q3,2.5675424125912283,Medium
Sweden,11.11,2022,29.8,55296.93715,25.74872569,2.05,Q3,2022Q3,10.49877175813233,Low
Switzerland,5.56,2022,33.7,93245.79521,222.1505997,4.44,Q3,2022Q3,2.0280074667133334,Medium
Thailand,29.63,2022,34.9,6909.359975,140.4124743,2.34,Q3,2022Q3,2.959490155819875,Medium
Tunisia,41.6,2022,33.7,3678.400234,78.00807158,2.42,Q3,2022Q3,4.604213399845239,Medium
Ukraine,13.89,2022,25.6,4199.670898,70.84702451,6.26,Q3,2022Q3,1.6395133534586641,Low
United Kingdom,5.56,2022,32.4,45935.92765,280.2091514,2.35,Q3,2022Q3,11.030962812172708,Medium
Uruguay,13.89,2022,40.6,20691.9739,19.37443149,2.48,Q3,2022Q3,4.541549724218816,High
Uzbekistan,5.56,2022,31.2,2578.666894,79.2892237,4.86,Q3,2022Q3,0.0,Medium
Albania,11.11,2022,29.4,6846.426143,101.3755109,2.91,Q4,2022Q4,0.21600690358063845,Low
Argentina,14.38,2022,40.7,13935.68111,16.59227169,3.34,Q4,2022Q4,0.49991296669408036,High
Austria,35.19,2022,30.7,52176.66491,109.5716311,7.06,Q4,2022Q4,7.741777651500782,Medium
Belgium,14.81,2022,26.6,50807.20471,383.0330557,5.48,Q4,2022Q4,4.751626897119144,Low
Benin,11.11,2022,34.4,1264.70766,122.024663,0.45,Q4,2022Q4,0.0,Medium
Bhutan,0.0,2022,28.5,3711.327679,20.47493445,2.2,Q4,2022Q4,0.0,Low
Bolivia,24.07,2022,40.9,3643.92827,11.14848518,1.35,Q4,2022Q4,0.513365980097629,High
Brazil,22.22,2022,52.0,9281.333344,25.16186795,2.46,Q4,2022Q4,3.716957468938834,Very High
Bulgaria,11.11,2022,39.0,13644.20158,61.1949521,7.77,Q4,2022Q4,5.870555161843679,Medium
Burkina Faso,8.33,2022,37.4,836.1183046,82.26987573,0.2,Q4,2022Q4,0.035541279018676854,Medium
Chile,13.89,2022,43.0,15451.13196,26.29750434,1.97,Q4,2022Q4,10.320647903476472,High
China,47.69,2022,35.7,12662.58267,150.4200481,5.0,Q4,2022Q4,0.09835891444049073,Medium
Colombia,19.44,2022,54.8,6674.596019,46.63176566,1.69,Q4,2022Q4,0.16815511648472156,Very High
Costa Rica,11.11,2022,47.2,13625.90085,99.52536232,1.18,Q4,2022Q4,2.007176640399546,High
Croatia,11.11,2022,28.9,18466.09555,68.89994639,5.6,Q4,2022Q4,17.843984956068265,Low
Czechia,11.11,2022,26.2,28282.22367,138.2905113,6.6,Q4,2022Q4,9.623206939803326,Low
Denmark,11.11,2022,28.3,68091.31911,147.575925,2.51,Q4,2022Q4,11.587255848133765,Low
Dominican Republic,5.56,2022,37.0,10109.5234,233.012352,1.42,Q4,2022Q4,0.0,Medium
Ecuador,14.81,2022,45.5,6540.998245,71.76637542,1.3,Q4,2022Q4,0.2580804859902411,High
El Salvador,26.85,2022,38.8,5093.518339,303.1041988,1.16,Q4,2022Q4,0.01592275806372256,Medium
Estonia,11.11,2022,31.8,28451.14778,31.56658086,4.46,Q4,2022Q4,12.825835532754072,Medium
Finland,18.52,2022,27.7,50438.4754,18.27980932,2.83,Q4,2022Q4,35.132519070010545,Low
France,11.11,2022,31.5,41082.81193,124.3067206,6.0,Q4,2022Q4,10.065376463958762,Medium
Georgia,5.56,2022,33.5,6729.846599,64.95157283,4.94,Q4,2022Q4,0.9696964473015771,Medium
Germany,14.81,2022,32.4,49686.11546,239.861418,7.8,Q4,2022Q4,13.7437672278158,Medium
Hungary,0.0,2022,29.2,18353.29836,105.6802213,6.84,Q4,2022Q4,10.285786215117886,Low
India,28.7,2022,32.8,2352.613925,479.4255369,1.6,Q4,2022Q4,0.1438169368045902,Medium
Indonesia,14.93,2022,35.5,4730.745489,147.3301752,1.36,Q4,2022Q4,0.8966019642705624,Medium
Ireland,11.11,2022,30.1,106194.7559,74.98475831,2.91,Q4,2022Q4,6.79481967593937,Medium
Israel,14.81,2022,37.9,54930.72616,,3.06,Q4,2022Q4,3.5469526549829977,Medium
Italy,21.99,2022,34.8,35635.74422,199.5592689,3.18,Q4,2022Q4,12.79364659715181,Medium
Jamaica,16.67,2022,40.2,6022.153411,262.155494,1.68,Q4,2022Q4,5.071951264183853,High
Kazakhstan,5.56,2022,29.2,11255.33964,7.421050117,6.72,Q4,2022Q4,0.03493953887495384,Low
Latvia,0.0,2022,34.3,20229.46136,30.20059457,5.3,Q4,2022Q4,8.88589499851813,Medium
Lithuania,11.11,2022,36.7,25085.78406,45.23095968,5.96,Q4,2022Q4,5.685753021483317,Medium
Luxembourg,11.11,2022,32.7,125006.0218,253.6854331,4.15,Q4,2022Q4,7.502645065173486,Medium
Malaysia,13.89,2022,40.7,11748.09193,105.6018658,2.01,Q4,2022Q4,1.3805827748289958,High
Malta,11.11,2022,31.4,36142.20585,1660.971875,4.38,Q4,2022Q4,1.6932857457324497,Medium
Mexico,17.59,2022,43.5,11385.40708,66.16071247,1.02,Q4,2022Q4,0.7674178365492845,High
Moldova,5.56,2022,25.7,5738.424735,88.02360149,5.66,Q4,2022Q4,3.519659075539793,Low
Mongolia,11.11,2022,31.4,4993.514875,2.204644002,10.55,Q4,2022Q4,0.14561348124556608,Medium
Nepal,21.59,2022,30.0,1385.910663,207.2928915,0.39,Q4,2022Q4,0.0033652543412117527,Medium
Netherlands,11.11,2022,25.7,59123.31856,525.7196911,2.91,Q4,2022Q4,2.2880086539831517,Low
Niger,10.55,2022,32.9,609.7451476,19.98261072,0.27,Q4,2022Q4,0.003950699536539487,Medium
Panama,20.37,2022,50.9,17332.43607,59.32559989,1.92,Q4,2022Q4,1.5906296462007923,Very High
Paraguay,11.11,2022,45.1,6205.625954,17.07135966,1.01,Q4,2022Q4,1.4348127584142154,High
Peru,11.11,2022,40.3,7363.272069,26.15268594,1.6,Q4,2022Q4,4.949897892299423,High
Philippines,25.41,2022,40.7,3548.069306,382.2126237,0.96,Q4,2022Q4,2.1392657060843017,High
Poland,9.26,2022,28.5,18891.21212,120.2971316,6.11,Q4,2022Q4,2.6180179545518056,Low
Portugal,11.11,2022,34.6,24620.51956,113.9049578,3.53,Q4,2022Q4,6.545699331782812,Medium
Romania,11.11,2022,33.9,15557.88262,82.79077712,7.06,Q4,2022Q4,1.853164096578303,Medium
Serbia,5.56,2022,33.1,10022.96885,79.25376382,5.35,Q4,2022Q4,7.6975605935314375,Medium
Slovenia,11.11,2022,24.3,28373.83823,104.8884607,4.25,Q4,2022Q4,8.806501281203897,Low
Spain,11.11,2022,33.9,30287.36576,95.57298272,2.94,Q4,2022Q4,6.1056392425263555,Medium
Suriname,21.3,2022,39.2,6084.438767,3.88245766,2.89,Q4,2022Q4,1.2837712062956141,Medium
Sweden,11.11,2022,29.8,55296.93715,25.74872569,2.05,Q4,2022Q4,15.276142013195267,Low
Switzerland,5.56,2022,33.7,93245.79521,222.1505997,4.44,Q4,2022Q4,1.8685012614662175,Medium
Thailand,5.56,2022,34.9,6909.359975,140.4124743,2.34,Q4,2022Q4,1.147272914856221,Medium
Tunisia,31.36,2022,33.7,3678.400234,78.00807158,2.42,Q4,2022Q4,0.28879474730212074,Medium
Ukraine,13.89,2022,25.6,4199.670898,70.84702451,6.26,Q4,2022Q4,4.024481515473571,Low
United Kingdom,5.56,2022,32.4,45935.92765,280.2091514,2.35,Q4,2022Q4,11.485300408608813,Medium
Uruguay,13.89,2022,40.6,20691.9739,19.37443149,2.48,Q4,2022Q4,2.270774862109408,High
Uzbekistan,5.56,2022,31.2,2578.666894,79.2892237,4.86,Q4,2022Q4,0.0,Medium
